Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
38,male,2,own,little,,1924,10,radio/TV,"The 38 year old male has a skilled job, owns housing, has little in savings accounts, has requested a 1924 credit amount over a 10 month duration to purchase a radio/TV.",good risk
24,male,2,own,little,rich,5848,36,radio/TV,The person is a 24 year old male with a skilled job who owns their housing. They have a little savings account and a rich checking account. They requested a 5848 credit amount over a 36 month duration to purchase a radio/TV.,bad risk
29,female,2,rent,rich,moderate,7758,24,car,"The 29 year old female has a skilled job, rents housing, has a rich saving account, a moderate checking account, requested a 7758 credit amount over a 24 month duration to purchase a car.",bad risk
36,male,3,rent,moderate,moderate,6967,24,business,"The 36 year old male has a highly skilled job, rents housing, has moderate saving and checking accounts, was granted a 6967 credit amount over a 24 month duration for a business purpose.",bad risk
20,female,2,rent,little,little,1282,12,furniture/equipment,"The person is a 20 year old female with a skilled job who rents housing, has little money in her saving and checking accounts, was given a 1282 credit amount over 12 months duration to purchase furniture/equipment.",good risk
48,male,2,own,moderate,little,1288,9,repairs,"The 48 year old male has a skilled job, owns his housing, has a moderate saving account, a little checking account, took out a 1288 credit amount over 9 month duration for the purpose of repairs.",good risk
45,male,1,own,little,little,339,12,education,"The person is a 45 year old male with an unskilled resident job who owns housing, has little savings accounts and checking account, requested a 339 credit amount over 12 months duration for an education purpose.",good risk
38,male,2,own,moderate,moderate,3512,24,car,"The 38 year old male has a skilled job, owns housing, has moderate saving and checking accounts, requested a 3512 credit amount over a 24 month duration to purchase a car.",good risk
34,male,1,own,,,1898,6,radio/TV,"A 34 year old male with an unskilled and resident job, living in his own housing, requested a credit amount of 1898 for a duration of 6 months for the purpose of a radio/TV.",good risk
36,male,2,own,moderate,,2872,24,radio/TV,"The 36 year old male has a skilled job and owns his housing. His saving accounts are moderate. He has requested a credit amount of 2,872 for a duration of 24 months to purchase a radio/TV.",good risk
30,female,2,own,little,,1055,18,car,The person is a 30 year old female with a skilled job who owns her housing. She has little savings and requested a credit amount of 1055 over a duration of 18 months for the purpose of purchasing a car.,good risk
36,male,2,own,quite rich,,1262,15,domestic appliances,"The person is a 36 year old male with a skilled job who owns their housing. They have quite rich saving accounts and are seeking a 1,262 credit amount over a 15 month duration to purchase domestic appliances.",good risk
70,male,3,free,little,moderate,7308,10,car,"The person is a 70 year old male with a highly skilled job who lives in free housing, has little savings, a moderate checking account, took out a 7308 credit amount over a 10 month duration to purchase a car.",good risk
36,male,2,own,quite rich,,909,36,car,The person described is a 36-year-old male with a skilled job who owns his own housing. His saving accounts are described as quite rich. The credit amount requested is 909 for a duration of 36 months for the purpose of a car.,good risk
32,male,2,own,quite rich,,2978,6,furniture/equipment,The data describes a 32 year old male with a skilled job who owns his housing. He has quite rich saving accounts. The credit amount is 2978 for a duration of 6 months to purchase furniture/equipment.,good risk
33,female,2,own,little,little,1131,18,furniture/equipment,"The 33 year old female has a skilled job and owns her housing. She has little money in her saving and checking accounts. She is requesting a 1,131 credit amount over a 18 month duration to purchase furniture/equipment.",good risk
20,female,2,own,rich,moderate,1577,11,furniture/equipment,A 20 year old female with a skilled job lives in her own housing. She has a rich saving account and a moderate checking account. She requested a 1577 credit amount over a duration of 11 months to purchase furniture/equipment.,good risk
25,female,2,rent,little,,3972,24,furniture/equipment,"The person is a 25 year old female with a skilled job who rents housing, has little savings, was granted a 3972 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
31,male,2,own,little,moderate,1935,24,business,"The 31 year old male has a skilled job, owns his housing, has little savings, a moderate checking account, requested a 1,935 credit amount over a 24 month duration for a business purpose.",good risk
33,male,2,rent,little,little,950,15,car,"The 33 year old male has a skilled job, rents housing, has little savings and checking accounts, was loaned 950 for 15 months to purchase a car.",good risk
26,female,2,own,little,,763,12,furniture/equipment,The person is a 26 year old female with a skilled job who owns her housing. She has little savings. She is requesting a 763 credit amount over a 12 month duration to purchase furniture/equipment.,good risk
34,female,3,own,little,moderate,2064,24,furniture/equipment,"The 34 year old female has a highly skilled job, owns her housing, has little money in her savings accounts, a moderate amount in her checking account, is seeking a credit amount of 2064 over a duration of 24 months for the purpose of purchasing furniture/equipment.",good risk
33,male,2,own,little,moderate,1414,8,radio/TV,"The 33 year old male has a skilled job, owns housing, has little money in savings accounts, a moderate checking account, took out a 1414 credit amount over 8 months duration to purchase a radio/TV.",good risk
26,male,2,own,little,little,3414,21,education,"The 26 year old male has a skilled job, owns his housing, has little savings and checking accounts, was approved for a 3414 credit amount over a 21 month duration to pay for education expenses.",good risk
